X,Y,OBJECTID,NAME,ADDRESS,CITY,STATE,ZIP,JURISDIC,L_SRC,SOURCE,L_DATE
195782.0942,900855.9109,330,MARLBOROUGH POLICE DEPARTMENT,335 BOLTON STREET,MARLBOROUGH,MA,01752,LOCAL,MAPC,MEMA,2006/09/12 00:00:00+00
203177.245800003,908878.817600001,331,MAYNARD POLICE DEPARTMENT,197 MAIN STREET,MAYNARD,MA,01754,LOCAL,MAPC,MEMA,2014/03/01 00:00:00+00
107065.2742,873436.670899998,332,WEST SPRINGFIELD POLICE DEPARTMENT,26 CENTRAL STREET,WEST SPRINGFIELD,MA,01089,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
96489.0041999966,875333.320900001,333,WESTFIELD POLICE DEPARTMENT,15 WASHINGTON STREET,WESTFIELD,MA,01085,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
116546.974200003,884289.8409,334,HAMPDEN COUNTY SHERIFF,627 RANDALL ROAD,LUDLOW,MA,01056,COUNTY,BRPC,MEMA,2006/09/12 00:00:00+00
198272.764200002,876476.600900002,335,MILFORD POLICE DEPARTMENT,250 MAIN STREET,MILFORD,MA,01757,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
178353.324199997,882101.6609,336,MILLBURY POLICE DEPARTMENT,127 ELM STREET,MILLBURY,MA,01527,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
193251.054200001,864113.260899998,337,MILLVILLE POLICE DEPARTMENT,10 CENTRAL STREET,MILLVILLE,MA,01529,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
234708.1752,889176.2894,338,MILTON POLICE DEPARTMENT,40 HIGHLAND STREET,MILTON,MA,02186,LOCAL,MAPC,MEMA,2006/09/12 00:00:00+00
247223.354199998,908724.5909,339,NAHANT POLICE DEPARTMENT,198 NAHANT ROAD,NAHANT,MA,01908,LOCAL,MAPC,MEMA,2006/09/12 00:00:00+00
318339.544399999,780696.634799998,340,NANTUCKET POLICE DEPARTMENT,4 FAIRGROUNDS ROAD,NANTUCKET,MA,02554,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
221707.797799997,892045.7038,341,NEEDHAM POLICE DEPARTMENT,88 CHESTNUT STRET,NEEDHAM,MA,02492,LOCAL,MASSGIS,MASSGIS,2022/05/13 00:00:00+00
245755.997699998,821020.5009,342,NEW BEDFORD POLICE (WEST END) HEADQUARTERS,871 ROCKDALE AVENUE,NEW BEDFORD,MA,02740,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
216067.818899997,871162.594000001,343,NORFOLK POLICE DEPARTMENT,14 SHARON AVENUE,NORFOLK,MA,02056,LOCAL,MASSGIS,MASSGIS,2022/05/13 00:00:00+00
213787.074199997,858725.190900002,344,NORTH ATTLEBORO POLICE DEPARTMENT,102 SOUTH WASHINGTON STREET,NORTH ATTLEBOROUGH,MA,02760,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
151920.462300003,891113.947099999,345,NORTH BROOKFIELD POLICE DEPARTMENT,55 SCHOOL STREET,NORTH BROOKFIELD,MA,01535,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
234669.194200002,924904.550900001,346,NORTH READING POLICE DEPARTMENT,152 PARK STREET,NORTH READING,MA,01864,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
189533.044799998,897256.3398,347,NORTHBOROUGH POLICE DEPARTMENT,211 MAIN STREET,NORTHBOROUGH,MA,01532,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
121661.0942,938563.960900001,348,NORTHFIELD POLICE DEPARTMENT,69 MAIN STREET,NORTHFIELD,MA,01360,LOCAL,FRCOG,MEMA,2006/09/12 00:00:00+00
226637.044200003,857984.210900001,349,NORTON POLICE DEPARTMENT,82 MAIN STREET,NORTON,MA,02766,LOCAL,SRPED,MEMA,2006/09/12 00:00:00+00
258445.794200003,879014.470899999,350,NORWELL POLICE DEPARTMENT,40 RIVER STREET,NORWELL,MA,02061,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
225197.9142,882506.490899999,351,NORWOOD POLICE DEPARTMENT,135 NAHATAN STREET,NORWOOD,MA,02062,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
278828.104199998,801260.080899999,352,OAK BLUFFS POLICE DEPARTMENT,2 OAK BLUFFS AVENUE,OAK BLUFFS,MA,02568,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
154739.994199999,900982.7509,353,OAKHAM POLICE DEPARTMENT,178 BARRE ROAD,OAKHAM,MA,01068,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
134922.127999999,926177.403499998,354,ORANGE POLICE DEPARTMENT,400 EAST RIVER STREET,ORANGE,MA,01364,LOCAL,FRCOG,MEMA,2006/09/12 00:00:00+00
325718.754199997,837902.720899999,355,ORLEANS POLICE DEPARTMENT,99 ELDREDGE PARKWAY,ORLEANS,MA,02653,LOCAL,MASSGIS,MASSGIS,2022/05/16 00:00:00+00
169621.694799997,876529.041499998,356,OXFORD POLICE DEPARTMENT,503 MAIN STREET,OXFORD,MA,01540,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
165294.604500003,895081.460700002,357,PAXTON POLICE DEPARTMENT,576 PLEASANT STREET,PAXTON,MA,01612,LOCAL,MASSGIS,MASSGIS,2022/05/16 00:00:00+00
257258.961599998,869314.402399998,358,PEMBROKE POLICE DEPARTMENT,80 CENTER STREET,PEMBROKE,MA,02359,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
192965.194200002,935004.890900001,359,PEPPERELL POLICE DEPARTMENT,59 MAIN STREET,PEPPERELL,MA,01463,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
242119.244199999,927553.490899999,360,ESSEX COUNTY SHERIFF,20 MANNING AVENUE,MIDDLETON,MA,01949,COUNTY,MASSGIS,MASSGIS,2007/02/13 00:00:00+00
233145.179499999,905858.9241,361,MIDDLESEX COUNTY SHERIFF,400 MYSTIC AVENUE,MEDFORD,MA,02141,COUNTY,MASS.GOV,MASSGIS,2015/12/01 00:00:00+00
317364.548600003,782634.489300001,362,NANTUCKET COUNTY SHERIFF,16 BROAD STREET,NANTUCKET,MA,02554,COUNTY,MASSGIS,MASSGIS,2007/02/13 00:00:00+00
224029.764200002,889962.0209,363,NORFOLK COUNTY SHERIFF,200 WEST STREET,DEDHAM,MA,02027,COUNTY,MASSGIS,MASSGIS,2007/02/13 00:00:00+00
85609.3144999966,912740.648400001,364,CUMMINGTON POLICE DEPARTMENT,8 FAIRGROUNDS ROAD,CUMMINGTON,MA,01026,LOCAL,BRPC,MEMA,2014/03/01 00:00:00+00
123610.444300003,878509.083700001,365,WILBRAHAM POLICE DEPARTMENT,2780 BOSTON ROAD,WILBRAHAM,MA,01095,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
81613.9241999984,907244.280900002,366,WORTHINGTON POLICE DEPARTMENT,51 HUNTINGTON ROAD,WORTHINGTON,MA,01098,LOCAL,BRPC,MEMA,2014/03/01 00:00:00+00
71462.1542000026,892987.580899999,367,BECKET POLICE DEPARTMENT,557 MAIN STREET,BECKET,MA,01223,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
40722.0769999996,884137.425900001,368,EGREMONT POLICE DEPARTMENT,173 EGREMONT PLAIN ROAD,EGREMONT,MA,01230,LOCAL,MASSGIS,MASSGIS,2022/05/04 00:00:00+00
66487.3442000002,910950.1809,369,HINSDALE POLICE DEPARTMENT,39 SOUTH STREET,HINSDALE,MA,01235,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
58053.1542000026,920190.330899999,370,LANESBOROUGH POLICE DEPARTMENT,8 PROSPECT STREET,LANESBOROUGH,MA,01237,LOCAL,BRPC,MEMA,2014/03/01 00:00:00+00
55814.4641999975,896436.890900001,371,LEE POLICE DEPARTMENT,30 MAIN STREET,LEE,MA,01238,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
58429.4152999967,882454.234099999,372,MONTEREY POLICE DEPARTMENT,435 MAIN ROAD,MONTEREY,MA,01245,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
53926.7889000028,875113.041000001,373,NEW MARLBOROUGH POLICE DEPARTMENT,807 MILL RIVER SOUTHFIELD ROAD,NEW MARLBOROUGH,MA,01230,LOCAL,MEMA,MEMA,2014/03/01 00:00:00+00
67845.6542000026,939853.050900001,374,NORTH ADAMS POLICE DEPARTMENT,11 SUMMER STREET,NORTH ADAMS,MA,01247,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
72945.1242000014,910847.150899999,375,PERU POLICE DEPARTMENT,3 EAST MAIN ROAD,PERU,MA,01235,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
67910.0341999978,873536.2709,376,SANDISFIELD POLICE DEPARTMENT,3 SILVER BROOK ROAD,SANDISFIELD,MA,01255,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
46523.014200002,874599.370900001,377,SHEFFIELD POLICE DEPARTMENT,10 SOUTH MAIN STREET,SHEFFIELD,MA,01257,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
55161.6242000014,897676.690900002,378,"STATE POLICE STATION B-1, LEE",215 LAUREL STREET,LEE,MA,01238,STATE,BRPC,MEMA,2006/09/12 00:00:00+00
50856.6987999976,893877.575199999,379,STOCKBRIDGE POLICE DEPARTMENT,50 MAIN STREET,STOCKBRIDGE,MA,01262,LOCAL,MASSGIS,MASSGIS,2022/05/17 00:00:00+00
51277.9011000022,923521.7062,380,HANCOCK POLICE,3650 HANCOCK ROAD,HANCOCK,MA,01237,LOCAL,TOWN,MASSGIS,2022/05/04 00:00:00+00
59442.1341999993,916469.490899999,381,BERKSHIRE COUNTY SHERIFF,467 CHESHIRE ROAD,PITTSFIELD,MA,01201,COUNTY,BRPC,MEMA,2006/09/12 00:00:00+00
66917.4341999963,903770.8409,382,WASHINGTON POLICE DEPARTMENT,8 SUMMIT HILL ROAD,WASHINGTON,MA,01223,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
38444.3241999969,873996.4509,383,MOUNT WASHINGTON POLICE DEPARTMENT,2 PLANTAIN POND ROAD,MOUNT WASHINGTON,MA,01258,LOCAL,MASSGIS,MASSGIS,2022/05/20 00:00:00+00
112778.282799996,934406.552700002,384,BERNARDSTON POLICE DEPARTMENT,256 SOUTH STREET,BERNARDSTON,MA,01337,LOCAL,BRPC,MEMA,2014/03/01 00:00:00+00
87447.0411000028,931687.212900002,385,CHARLEMONT POLICE DEPARTMENT,5 FACTORY ROAD,CHARLEMONT,MA,01339,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
116460.4542,931385.630899999,386,GILL POLICE DEPARTMENT,196B MAIN ROAD,GILL,MA,01376,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
91662.2441999987,936741.0909,387,HEATH POLICE DEPARTMENT,1 EAST MAIN STREET,HEATH,MA,01346,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
107612.499300003,938502.163699999,388,LEYDEN POLCIE DEPARTMENT,7 BRATTLEBORO ROAD,LEYDEN,MA,01337,LOCAL,MASSGIS,MASSGIS,2022/05/16 00:00:00+00
85415.5942000002,939178.9109,389,ROWE POLICE DEPARTMENT,321 ZOAR ROAD,ROWE,MA,01367,LOCAL,MEMA,MEMA,2006/09/12 00:00:00+00
125184.0242,911652.6609,390,SHUTESBURY POLICE DEPARTMENT,1 COOLEYVILLE ROAD,SHUTESBURY,MA,01072,LOCAL,FRCOG,MEMA,2006/09/12 00:00:00+00
101648.244199999,918279.810899999,391,CONWAY POLICE DEPARTMENT,32 MAIN STREET,CONWAY,MA,01344,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
106074.144199997,901066.210900001,392,"STATE POLICE STATION B-6, NORTHAMPTON",555 NORTH KING STREET,NORTHAMPTON,MA,01060,STATE,BRPC,MEMA,2006/09/12 00:00:00+00
100897.108900003,903227.224599998,393,WILLIAMSBURG POLICE DEPARTMENT,16 S MAIN STREET,WILLIAMSBURG,MA,01039,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
42000.7342000008,889026.3609,394,ALFORD POLICE DEPARTMENT,5 ALFORD CENTER ROAD,ALFORD,MA,01230,LOCAL,BRPC,MEMA,2014/03/01 00:00:00+00
52968.1741999984,902184.1809,395,LENOX POLICE DEPARTMENT,6 WALKER STREET,LENOX,MA,01240,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
46285.5520000011,906104.920200001,396,RICHMOND POLICE DEPARTMENT,1529 STATE ROAD,RICHMOND,MA,01254,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
59345.5584999993,889811.322500002,397,TYRINGHAM POLICE DEPARTMENT,116 MAIN STREET,TYRINGHAM,MA,01264,LOCAL,MASSGIS,MASSGIS,2022/05/17 00:00:00+00
110296.754199997,874958.480900001,398,"STATE POLICE STATION B-3, SPRINGFIELD",600 LIBERTY STREET,SPRINGFIELD,MA,01104,STATE,BRPC,MEMA,2006/09/12 00:00:00+00
104504.254199997,895872.530900002,399,HAMPSHIRE COUNTY SHERIFF,205 ROCKY HILL ROAD,NORTHAMPTON,MA,01060,COUNTY,BRPC,MEMA,2006/09/12 00:00:00+00
46028.3342000023,883770.470899999,400,GREAT BARRINGTON POLICE DEPARTMENT,465 MAIN STREET,GREAT BARRINGTON,MA,01230,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
68401.8941999972,883688.980900001,401,OTIS POLICE DEPARTMENT,1 NORTH MAIN ROAD,OTIS,MA,01253,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
45548.0241999999,900133.190900002,402,WEST STOCKBRIDGE POLICE DEPARTMENT,21 STATE LINE ROAD,WEST STOCKBRIDGE,MA,01266,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
101067.634199999,936612.040899999,403,COLRAIN POLICE DEPARTMENT,55 MAIN ROAD,COLRAIN,MA,01340,LOCAL,BRPC,TOWN,2006/09/12 00:00:00+00
111095.482799999,928503.213799998,404,GREENFIELD POLICE DEPARTMENT,321 HIGH STREET,GREENFIELD,MA,01301,LOCAL,FRCOG,MEMA,2006/09/12 00:00:00+00
110766.464199997,911922.5009,405,SUNDERLAND POLICE DEPARTMENT,105 RIVER ROAD,SUNDERLAND,MA,01375,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
108691.9142,927929.280900002,406,FRANKLIN COUNTY SHERIFF,160 ELM STREET,GREENFIELD,MA,01301,COUNTY,BRPC,MEMA,2006/09/12 00:00:00+00
124533.144199997,891585.130899999,407,BELCHERTOWN POLICE DEPARTMENT,70 STATE STREET,BELCHERTOWN,MA,01007,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
82290.2340999991,882047.0196,408,BLANDFORD POLICE DEPARTMENT,1 RUSSELL STAGE ROAD,BLANDFORD,MA,01008,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
77730.8941999972,893239.650899999,409,CHESTER POLICE DEPARTMENT,15 MIDDLEFIELD ROAD,CHESTER,MA,01011,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
104713.7742,870384.260899998,410,AGAWAM POLICE DEPARTMENT,681 SPRINGFIELD STREET,AGAWAM,MA,01030,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
116923.9542,868116.070900001,411,EAST LONGMEADOW POLICE DEPARTMENT,160 SOMERS ROAD,EAST LONGMEADOW,MA,01028,LOCAL,BRPC,MEMA,2006/09/12 00:00:00+00
238031.926100001,899635.573199999,412,STATE POLICE MASSACHUSETTS TURNPIKE HEADQUARTERS,50 MASSPORT HAUL ROAD,BOSTON,MA,02210,STATE, ,SP Website,2014/02/26 00:00:00+00
176135.932700001,884207.907099999,413,"STATE POLICE STATION C-2, MILLBURY",367 GREENWOOD STREET,MILLBURY,MA,01527,STATE, ,SP Website,2014/02/26 00:00:00+00
207015.878899999,893947.1173,414,STATE POLICE GENERAL HEADQUARTERS,470 WORCESTER ROAD,FRAMINGHAM,MA,01702,STATE, ,SP Website,2014/02/26 00:00:00+00
207446.239200003,913422.0909,415,STATE POLICE MOUNTED UNIT,50 WETHERBEE STREET,ACTON,MA,01720,STATE, MA SP,MA SP,2014/02/26 00:00:00+00
150406.481600001,885202.2533,416,BROOKFIELD POLICE DEPARTMENT,7 PROUTY STREET,BROOKFIELD,MA,01506,LOCAL,MASSGIS,MASSGIS,2022/05/02 00:00:00+00
221009.336800002,834125.3728,417,SWANSEA POLICE DEPARTMENT,1700 GRAND ARMY OF THE REPUBLIC HIGHWAY,SWANSEA,MA,02777,LOCAL,MASSGIS,MASSGIS,2022/05/17 00:00:00+00
87942.2016000003,883081.815400001,418,RUSSELL POLICE DEPARTMENT,65 MAIN STREET,RUSSELL,MA,01085,LOCAL, ,Town,2014/02/26 00:00:00+00
